"","id","Name","Age","Class","Ticket","Embarked","Job","Boat"
"1112","","RASMUSSEN, Mrs Lena Jakobsen","63","3rd Class Passenger","65305£8               2s               3d","Southampton","",""
"1113","","RATTI, Sig. Enrico","21","Restaurant Staff","","Southampton","Waiter",""
"1114","","RATTONBURY, Mr William Henry","36","Victualling Crew","","Belfast","Boots",""
"1115","","RAZI, Mr Raihed","30","3rd Class Passenger","2629£7               4s               7d","Cherbourg","",""
"1116","","READ, Mr Joseph","21","Engineering Crew","","Southampton","Trimmer",""
"1117","","REED, Mr James George","19","3rd Class Passenger","362316£7               5s","Southampton","Butcher",""
"1118","","REED, Mr Thomas Charles Prowse","54","Victualling Crew","","Southampton","Bed Room Steward",""
"1119","","REEVES, Mr David","36","2nd Class Passenger","17248£10               10s","Southampton","Carpenter / Joiner",""
"1120","","REEVES, Mr Frederick Simms","33","Engineering Crew","","Southampton","Fireman","[180]"
"1121","","REID, Mr Robert Thomas","30","Engineering Crew","","Southampton","Trimmer",""
"1122","","REKIC, Mr Tido","38","3rd Class Passenger","349249£7               17s               11d","Southampton","General Labourer",""
"1123","","RENOUF, Mr Peter Henry","33","2nd Class Passenger","31027£21","Southampton","Carpenter / Joiner",""
"1124","","REUCHLIN, Mr Jonkheer Johan George","38","1st Class Passenger","19972","Cherbourg","",""
"1125","","REVELL, Mr William James Francis","31","Victualling Crew","","Belfast","Saloon Steward (1st class)",""
"1126","","REYNOLDS, Mr Harold J.","21","3rd Class Passenger","342684£8               1s","Southampton","Baker","[327]"
"1127","","RICALDONE, Sig. Rinaldo Renato","22","Restaurant Staff","","Southampton","Assistant Waiter",""
"1128","","RICE, Mrs Margaret","39","3rd Class Passenger","382652£29               2s               6d","Queenstown","Housekeeper","[12]"
"1129","","RICE, Master Albert","10","3rd Class Passenger","382652£29               2s               6d","Queenstown","",""
"1130","","RICE, Master George Hugh","8","3rd Class Passenger","382652£29               2s               6d","Queenstown","",""
"1131","","RICE, Master Eric","7","3rd Class Passenger","382652£29               2s               6d","Queenstown","",""
"1132","","RICE, Master Arthur","4","3rd Class Passenger","382652£29               2s               6d","Queenstown","",""
"1133","","RICE, Master Eugene Francis","2","3rd Class Passenger","382652£29               2s               6d","Queenstown","",""
"1134","","RICE, Mr John Reginald","25","Victualling Crew","","Southampton","Clerk","[64]"
"1135","","RICE, Mr Percy","19","Victualling Crew","","Southampton","Steward",""
"1136","","RICHARD, Mr Emile Phillippe","23","2nd Class Passenger","2133£15                             11d","Cherbourg","",""
"1137","","RICHARDS, Mr Joseph James","28","Engineering Crew","","Southampton","Fireman",""
"1138","","RICKMAN, Mr George Albert","36","Engineering Crew","","Southampton","Fireman",""
"1139","","RICKS, Mr Cyril G.","23","Victualling Crew","","Southampton","Storekeeper","[100]"
"1140","","RIDOUT, Mr Walter George","29","Victualling Crew","","Southampton","Second Class Saloon Steward",""
"1141","","RIGHINI, Mr Sante","22","1st Class PassengerServant","17760£135               12s               8d","Cherbourg","Servant","[232]"
"1142","","RIGOZZI, Sig. Abele","22","Restaurant Staff","","Southampton","Assistant Waiter","[115]"
"1143","","RIIHIVUORI, Miss Susanna JuhantytÃ¤r","22","3rd Class Passenger","3101295£39               13s               9d","Southampton","",""
"1144","","RIMMER, Mr Gilbert","27","Victualling Crew","","Southampton","Saloon Steward",""
"1145","","RINTAMÃ¤KI, Mr Matti","35","3rd Class Passenger","3101273£7               2s               6d","Southampton","General Labourer",""
"1146","","RISIEN, Mr Samuel Beard","69","3rd Class Passenger","364498£14               10s","Southampton","Hotelier",""
"1147","","RISIEN, Mrs Emma","58","3rd Class Passenger","364498£14               10s","Southampton","",""
"1148","","ROBBINS, Mr Victor","42","1st Class PassengerServant","17757£247               10s               6d","Cherbourg","Servant",""
"1149","","ROBERTON, Mr George Edward","19","Victualling Crew","","Southampton","Assistant Saloon Steward (2nd Class)","[127]"
"1150","","ROBERTS, Mr Robert George","35","Engineering Crew","","Southampton","Fireman",""
"1151","","ROBERTS, Mr Frederick (Frank John?)","36","Victualling Crew","","Belfast","Third Butcher","[231]"
"1152","","ROBERTS, Mr Hugh H.","40","Victualling Crew","","Belfast","Bed Room Steward","[93]"
"1153","","ROBINS, Mr Alexander A.","50","3rd Class Passenger","3337£14               10s","Southampton","Mason","[119]"
"1154","","ROBINS, Mrs Grace Charity","47","3rd Class Passenger","3337£14               10s","Southampton","","[7]"
"1155","","ROBINSON, Mr James William","30","Victualling Crew","","Southampton","Saloon Steward","[151]"
"1156","","ROEBLING, Mr Washington Augustus II","31","1st Class Passenger","17590£50               9s               11d","Southampton","Of Independent Means",""
"1157","","ROGERS, Mr Reginald Harry","18","2nd Class Passenger","28004£10               10s","Southampton","",""
"1158","","ROGERS, Mr William John","29","3rd Class Passenger","23567£8               1s","Southampton","Miner",""
"1159","","ROGERS, Mr Edward James William","31","Victualling Crew","","Southampton","Assistant Storekeeper","[282]"
"1160","","ROGERS, Mr Michael","27","Victualling Crew","","Southampton","Saloon Steward",""
"1161","","ROMMETVEDT, Mr Knud Paust","49","3rd Class Passenger","312993£7               15s               6d","Southampton","Tailor",""
"1162","","ROOD, Mr Hugh Roscoe","38","1st Class Passenger","113767£50","Southampton","",""
"1163","","ROSBLOM, Mrs Helena Wilhelmina","41","3rd Class Passenger","370129£20               4s               3d","Southampton","",""
"1164","","ROSBLOM, Miss Salli Helena","2","3rd Class Passenger","370129£20               4s               3d","Southampton","",""
"1165","","ROSBLOM, Mr Viktor Richard","18","3rd Class Passenger","370129£20               4s               3d","Southampton","General Labourer",""
"1166","","ROSENSHINE, Mr George","46","1st Class Passenger","17585£79                             4d","Cherbourg","Merchant","[16]"
"1167","","ROSS, Mr John Hugo","36","1st Class Passenger","13049£40               2s               6d","Southampton","",""
"1168","","ROTHSCHILD, Mr Martin","46","1st Class Passenger","17603£59               8s","Cherbourg","",""
"1169","","ROTTA, Sig. Angelo Mario","23","Restaurant Staff","","Southampton","Waiter",""
"1170","","ROUS, Mr Arthur J.","26","Engineering Crew","","Belfast","Plumber",""
"1171","","ROUSE, Mr Richard Henry","53","3rd Class Passenger","3594£8               1s","Southampton","Farm Labourer",""
"1172","","ROUSSEAU, Mr Pierre","49","Restaurant Staff","","Southampton","Chef",""
"1173","","ROWE, Mr Alfred G.","59","1st Class Passenger","113790£26               11s","Southampton","Landowner","[109]"
"1174","","ROWE, Mr Edward M.","31","Victualling Crew","","Belfast","Saloon Steward",""
"1175","","RUDD, Mr Henry","23","Engineering Crew","","Southampton","Assistant Storekeeper","[86]"
"1176","","RUSH, Mr Alfred George John","16","3rd Class Passenger","20589£8               1s","Southampton","Porter",""
"1177","","RUSSELL, Mr Boysie Richard","17","Victualling Crew","","Southampton","Saloon Steward",""
"1178","","RUTTER (GRAVES), Mr Sidney Frank","30","Engineering Crew","","Southampton","Fireman",""
"1179","","RYAN, Mr Patrick","29","3rd Class Passenger","371110£24               3s","Queenstown","General Labourer",""
"1180","","RYAN, Mr Thomas (Tom)","27","Victualling Crew","","Southampton","Steward",""
"1181","","RYERSON, Mr Arthur Larned","61","1st Class Passenger","17608£262               7s               6d","Cherbourg","",""
"1182","","SAAD, Mr Amin","30","3rd Class Passenger","2671£7               4s               7d","Cherbourg","Farm Labourer",""
"1183","","SAAD, Mr Khalil","27","3rd Class Passenger","2672£7               4s               6d","Cherbourg","Farm Labourer",""
"1184","","SACCAGGI, Sig. Giovanni Giuseppe Emilio","24","Restaurant Staff","","Southampton","Assistant Waiter",""
"1185","","SADLIER, Mr Matthew","20","3rd Class Passenger","367655£7               14s               7d","Queenstown","Farm Labourer",""
"1186","","SADOWITZ, Mr Harry","17","3rd Class Passenger","1588£7               11s               10d","Southampton","Fur Cutter",""
"1187","","SAGE, Mr John George","44","3rd Class Passenger","2343£69               11s","Southampton","Tradesman",""
"1188","","SAGE, Mrs Annie Elizabeth","44","3rd Class Passenger","2343£69               11s","Southampton","",""
"1189","","SAGE, Miss Stella Anne","20","3rd Class Passenger","2343£69               11s","Southampton","Dressmaker / Couturière",""
"1190","","SAGE, Mr George John","19","3rd Class Passenger","2343£69               11s","Southampton","Barman",""
"1191","","SAGE, Mr Douglas Bullen","18","3rd Class Passenger","2343£69               11s","Southampton","Baker",""
"1192","","SAGE, Mr Frederick","16","3rd Class Passenger","2343£69               11s","Southampton","Cook",""
"1193","","SAGE, Miss Dorothy","14","3rd Class Passenger","2343£69               11s","Southampton","Scholar",""
"1194","","SAGE, Master Anthony William","12","3rd Class Passenger","2343£69               11s","Southampton","","[67]"
"1195","","SAGE, Miss Elizabeth Ada","10","3rd Class Passenger","2343£69               11s","Southampton","",""
"1196","","SAGE, Miss Constance Gladys","7","3rd Class Passenger","2343£69               11s","Southampton","",""
"1197","","SAGE, Master Thomas Henry","4","3rd Class Passenger","2343£69               11s","Southampton","",""
"1198","","SALANDER, Mr Karl Johan","24","3rd Class Passenger","7266£9               6s               6d","Southampton","General Labourer",""
"1199","","SALONEN, Mr Johan Werner","29","3rd Class Passenger","3101296£7               18s               6d","Southampton","General Labourer",""
"1200","","SALUSSOLIA, Sig. Govanni","25","Restaurant Staff","","Southampton","Glass Man",""
"1201","","SAMAAN, Mr Hanna Elias","40","3rd Class Passenger","2662£21               13s               7d","Cherbourg","General Labourer",""
"1202","","SAMAAN, Mr Elias","17","3rd Class Passenger","2662£21               13s               7d","Cherbourg","General Labourer",""
"1203","","SAMAAN, Mr Youssef (""Joseph"")","15","3rd Class Passenger","2662£21               13s               7d","Cherbourg","General Labourer",""
"1204","","SAMUEL, Mr Owen Wilmore","41","Victualling Crew","","Southampton","Saloon Steward","[217]"
"1205","","SANGSTER, Mr Charles Edward","32","Engineering Crew","","Southampton","Fireman",""
"1206","","SARTORI, Sig. Lazar","24","Restaurant Staff","","Southampton","Assistant Glass Man",""
"1207","","SAUNDERCOCK, Mr William Henry","19","3rd Class Passenger","2151£8               1s","Southampton","Miner",""
"1208","","SAUNDERS, Mr F.","23","Engineering Crew","","Southampton","Fireman",""
"1209","","SAUNDERS, Mr Walter Edward","23","Engineering Crew","","Southampton","Trimmer","[0]"
"1210","","SAUNDERS, Mr W.","23","Engineering Crew","","Southampton","Fireman","[184]"
"1211","","SAUNDERS, Mr D. E.","26","Victualling Crew","","Southampton","Saloon Steward",""
"1212","","SAWYER, Mr Frederick Charles","33","3rd Class Passenger","342826£8               1s","Southampton","Gardener","[284]"
"1213","","SAWYER, Mr Robert James","30","Deck Crew","","Southampton","Window Cleaner",""
"1214","","SÃ¦THER, Mr Simon Sivertsen","43","3rd Class Passenger","3101262£7               5s","Southampton","Miner","[32]"
"1215","","SÃ¸HOLT, Mr Peter Andreas Lauritz Andersen","19","3rd Class Passenger","348124£7               13s","Southampton","Carpenter / Joiner",""
"1216","","SCANLAN, Mr James","22","3rd Class Passenger","36209£7               14s               6d","Queenstown","",""
"1217","","SCAVINO, Sig. Candido","42","Restaurant Staff","","Southampton","Carver",""
"1218","","SCHMIDT, Mr August","26","2nd Class Passenger","248659£13","Southampton","",""
"1219","","SCOTT, Mr Archibald","40","Engineering Crew","","Southampton","Fireman",""
"1220","","SCOTT, Mr John","21","Victualling Crew","","Southampton","Boots",""
"1221","","SCOVELL, Mr Robert","54","Victualling Crew","","Southampton","Saloon Steward (2nd class)",""
"1222","","SDYCOFF, Mr Todor","42","3rd Class Passenger","349222£7               17s               11d","Southampton","",""
"1223","","SEDGWICK, Mr Charles Frederick Waddington","25","2nd Class Passenger","244361£13","Southampton","",""
"1224","","SEDUNARY, Mr Samuel Francis","25","Victualling Crew","","Southampton","Second third class steward",""
"1225","","SELF, Mr Alfred Henry","39","Engineering Crew","","Southampton","Greaser",""
"1226","","SEMAN, Master Betros","10","3rd Class Passenger","2622£4                             3d","Cherbourg","",""
"1227","","SESIA, Sig. Giacomo","24","Restaurant Staff","","Southampton","Waiter",""
"1228","","SHARP, Mr Percival","27","2nd Class Passenger","244358£26","Southampton","",""
"1229","","SHAUGHNESSY, Mr Patrick","24","3rd Class Passenger","370374£7               15s","Queenstown","Farm Labourer",""
"1230","","SHAW, Mr Henry","39","Victualling Crew","","Southampton","Kitchen Porter",""
"1231","","SHEA, Mr Thomas","32","Engineering Crew","","Southampton","Fireman",""
"1232","","SHEA, Mr John Joseph","39","Victualling Crew","","Belfast","Saloon Steward (1st class)","[11]"
"1233","","SHEDID, Mr Daher","19","3rd Class Passenger","2698£7               4s               6d","Cherbourg","","[9]"
"1234","","SHELLARD, Mr Frederick William Blainey","55","3rd Class Passenger","6212£15               2s","Southampton","Painter & Decorator",""
"1235","","SHEPHERD, Mr Jonathan","32","Engineering Crew","","Southampton","Junior Assistant 2nd. Engineer",""
"1236","","SHILLABEER, Mr Charles Frederick","19","Engineering Crew","","Southampton","Trimmer","[195]"
"1237","","SHORNEY, Mr Charles Joseph","22","3rd Class Passenger","374910£8               1s","Southampton","Valet",""
"1238","","SIEBERT, Mr Sidney Conrad","29","Victualling Crew","","Belfast","Bed Room Steward","4"
"1239","","SILVEY, Mr William Baird","50","1st Class Passenger","13507£55               18s","Cherbourg","",""
"1240","","SIMMONS, Mr John","39","3rd Class Passenger","392082£8               1s","Southampton","General Labourer",""
"1241","","SIMMONS, Mr Frederick Charles","24","Victualling Crew","","Southampton","Saloon Steward",""
"1242","","SIMMONS, Mr William","35","Victualling Crew","","Southampton","Passage Cook",""
"1243","","SIMPSON, Dr John Edward","37","Deck Crew","","Southampton","Assistant Surgeon",""
"1244","","SIRAYANIAN, Mr Orsen","22","3rd Class Passenger","2669£7               4s               7d","Cherbourg","Farmer",""
"1245","","SIROTA, Mr Maurice","20","3rd Class Passenger","392092£8               1s","Southampton","Tailor",""
"1246","","SIVIC, Mr Husein","40","3rd Class Passenger","349251£7               17s               11d","Southampton","General Labourer",""
"1247","","SIVIER, Mr William","23","Victualling Crew","","Southampton","Steward",""
"1248","","SIVOLA, Mr Antti Wilhelm","21","3rd Class Passenger","3101280£7               18s               6d","Southampton","General Labourer",""
"1249","","SJÃ¶STEDT, Mr Ernst Adolf","59","2nd Class Passenger","237442£13               10s","Southampton","",""
"1250","","SKEATES, Mr William","26","Engineering Crew","","Southampton","Trimmer",""
"1251","","SKINNER, Mr Edward","33","Victualling Crew","","Belfast","Saloon Steward",""
"1252","","SKOOG, Mr Wilhelm (""William Johansson"")","40","3rd Class Passenger","347088£27               18s","Southampton","General Labourer",""
"1253","","SKOOG, Mrs Anna Bernhardina","43","3rd Class Passenger","347088£27               18s","Southampton","",""
"1254","","SKOOG, Master Karl Thorsten","11","3rd Class Passenger","347088£27               18s","Southampton","",""
"1255","","SKOOG, Master Harald","5","3rd Class Passenger","347088£27               18s","Southampton","",""
"1256","","SKOOG, Miss Mabel","9","3rd Class Passenger","347088£27               18s","Southampton","",""
"1257","","SKOOG, Miss Margit Elizabeth","2","3rd Class Passenger","347088£27               18s","Southampton","",""
"1258","","SLABENOFF, Mr Petco","42","3rd Class Passenger","349214£7               17s               11d","Southampton","General Labourer",""
"1259","","SLEMEN, Mr Richard James","35","2nd Class Passenger","28206£10               10s","Southampton","",""
"1260","","SLIGHT, Mr Harry John","35","Victualling Crew","","Southampton","Steward",""
"1261","","SLIGHT, Mr William H.","37","Victualling Crew","","Belfast","Larder Cook",""
"1262","","SLOAN, Mr Peter","31","Engineering Crew","","Belfast","Chief Electrician",""
"1263","","SLOCOVSKI, Mr Selman Francis","20","3rd Class Passenger","392086£8               1s","Southampton","Merchant",""
"1264","","SMALL, Mr William","40","Engineering Crew","","Southampton","Leading Fireman",""
"1265","","SMART, Mr John Montgomery","56","1st Class Passenger","113792£26               11s","Southampton","",""
"1266","","SMILJANIC, Mr Mile","37","3rd Class Passenger","315037£8               13s               3d","Southampton","Farm Labourer",""
"1267","","SMILLIE, Mr John","29","Victualling Crew","","Belfast","Saloon Steward","[91]"
"1268","","SMITH, Mr James Clinch","56","1st Class Passenger","17764£30               13s               11d","Cherbourg","Military",""
"1269","","SMITH, Mr Richard William","","1st Class Passenger","113056£26","Southampton","",""
"1270","","SMITH, Mr Lucian Philip","24","1st Class Passenger","13695£60","Cherbourg","",""
"1271","","SMITH, Captain Edward John","62","Deck Crew","","Southampton","Master",""
"1272","","SMITH, Mr William","26","Deck Crew","","Southampton","Seaman",""
"1273","","SMITH, Mr Emest George","27","Engineering Crew","","Southampton","Trimmer",""
"1274","","SMITH, Mr James M.","35","Engineering Crew","","Belfast","Junior 4th. Engineer",""
"1275","","SMITH, Mr Charles","38","Victualling Crew","","Southampton","Kitchen Porter",""
"1276","","SMITH, Mr Charles Edwin","38","Victualling Crew","","Southampton","Bed Room Steward","[329]"
"1277","","SMITH, Mr F.","20","Victualling Crew","","Belfast","Assistant Pantryman Steward",""
"1278","","SMITH, Mr James William","24","Victualling Crew","","Southampton","Assistant baker",""
"1279","","SMITH, Mr John Richard Jago","35","Victualling CrewPostal Clerk","","Southampton","Postal Clerk",""
"1280","","SMITH, Mr Robert G.","30","Victualling Crew","","Southampton","Saloon Steward",""
"1281","","SMITHER, Mr Harry John","22","Engineering Crew","","Southampton","Fireman",""
"1282","","SMYTH, Mr Thomas","26","3rd Class Passenger","384461£7               15s","Queenstown","",""
"1283","","SNAPE, Mrs Lucy Violet","22","Victualling Crew","","Southampton","Stewardess",""
"1284","","SNELLGROVE, Mr George","40","Engineering Crew","","Southampton","Fireman",""
"1285","","SNOOKS, Mr W.","26","Engineering Crew","","Southampton","Trimmer",""
"1286","","SOBEY, Mr Samuel James Hayden","25","2nd Class Passenger","29178£13","Southampton","Quarryman",""
"1287","","SOMERTON, Mr Francis William","31","3rd Class Passenger","18509£8               1s","Southampton","",""
"1288","","SPECTOR, Mr Woolf","23","3rd Class Passenger","3236£8               1s","Southampton","General Labourer",""
"1289","","SPENCER, Mr William Augustus","57","1st Class Passenger","17569£146               10s               5d","Cherbourg","",""
"1290","","SPINNER, Mr Henry John","32","3rd Class Passenger","369943£8               1s","Southampton","Grocer",""
"1291","","STAGG, Mr John Henry","38","Victualling Crew","","Southampton","Saloon Steward",""
"1292","","STANBROOK, Mr Alfred Augustus","30","Engineering Crew","","Southampton","Fireman","[316]"
"1293","","STANEFF, Mr Ivan","23","3rd Class Passenger","349208£7               17s               11d","Southampton","General Labourer",""
"1294","","STANKOVIC, Mr Ivan","33","3rd Class Passenger","349239£8               13s               9d","Cherbourg","General Labourer",""
"1295","","STANLEY, Mr Edward Roland","21","3rd Class Passenger","45380£8               1s","Southampton","Porter",""
"1296","","STANTON, Mr Samuel Ward","42","2nd Class Passenger","237734£15                             11d","Cherbourg","",""
"1297","","STEAD, Mr William Thomas","62","1st Class Passenger","113514£26               11s","Southampton","Journalist",""
"1298","","STEBBINGS, Mr Sydney Frederick","35","Victualling Crew","","Belfast","Chief Boots Steward (1st Class)",""
"1299","","STEEL, Mr Robert Edward","","Engineering Crew","","Southampton","Trimmer",""
"1300","","STEWART, Mr Albert Ankeny","64","1st Class Passenger","17605£27               14s               5d","Cherbourg","Businessman",""
"1301","","STOCKER, Mr Henry Dorey","20","Engineering Crew","","Southampton","Trimmer",""
"1302","","STOKES, Mr Philip Joseph","25","2nd Class Passenger","13540£10               10s","Southampton","Bricklayer","[81]"
"1303","","STONE, Mr Edmund","33","Victualling Crew","","Southampton","1st Class Bedroom Steward","[41]"
"1304","","STONE, Mr Edward Thomas","30","Victualling Crew","","Southampton","Bed Room Steward","[243]"
"1305","","STOREY, Mr Thomas","51","3rd Class Passenger","370160","Southampton","Seaman","[261]"
"1306","","STOYTCHEFF, Mr Ilia","19","3rd Class Passenger","349205£7               17s               11d","Southampton","General Labourer",""
"1307","","STRANDBERG, Miss Ida Sofia","22","3rd Class Passenger","7553£9               16s               9d","Southampton","",""
"1308","","STRAUS, Mr Isidor","67","1st Class Passenger","17483£221               15s               7d","Southampton","Businessman","[96]"
"1309","","STRAUS, Mrs Rosalie Ida","63","1st Class Passenger","17483£221               15s               7d","Southampton","",""
"1310","","STRÃ¶M, Mrs Elna Matilda","29","3rd Class Passenger","347054£10               9s               3d","Southampton","",""
"1311","","STRÃ¶M, Miss Telma Matilda","2","3rd Class Passenger","347054£10               9s               3d","Southampton","",""
"1312","","STRILIC, Mr Ivan","27","3rd Class Passenger","315083£8               13s               3d","Southampton","Farmer",""
"1313","","STROUD, Mr Edward Alfred Orlando","19","Victualling Crew","","Southampton","Saloon Steward",""
"1314","","STROUD, Mr Harry John","35","Victualling Crew","","Southampton","Saloon Steward",""
"1315","","STRUGNELL, Mr John Herbert","34","Victualling Crew","","Belfast","Saloon Steward (1st class)",""
"1316","","STUBBINGS, Mr Harry Robert","31","Victualling Crew","","Belfast","2nd. Class Cook",""
"1317","","STUBBS, Mr James Henry","28","Engineering Crew","","Southampton","Fireman",""
"1318","","SULLIVAN, Mr S.","25","Engineering Crew","","Southampton","Fireman",""
"1319","","SUTEHALL, Mr Henry Jr","25","3rd Class Passenger","392076£7               1s","Southampton","Coach Trimmer",""
"1320","","SUTTON, Mr Frederick","61","1st Class Passenger","36963£32               6s               5d","Southampton","Property Developer / Real Estate","[46]"
"1321","","SVENSSON, Mr Olof","24","3rd Class Passenger","350035£7               15s               11d","Southampton","Farmer",""
"1322","","SVENSSON, Mr Johan","74","3rd Class Passenger","347060£7               15s               6d","Southampton","",""
"1323","","SWAN, Mr W.","46","Victualling Crew","","Belfast","Bed Room Steward",""
"1324","","SWANE, Mr George","19","2nd Class PassengerServant","248734£13","Southampton","Chauffeur","[294]"
"1325","","SWEET, Mr George Frederick","14","2nd Class Passenger","220845£65","Southampton","Farm Labourer",""
"1326","","SYMONDS, Mr John Crane","44","Victualling Crew","","Belfast","Saloon Steward",""
"1327","","TALBOT, Mr George Frederick Charles","20","Victualling Crew","","Southampton","Steward","[150]"
"1328","","TAMLYN, Mr Frederick","23","Deck Crew","","Southampton","Mess Steward","[123]"
"1329","","TAUSSIG, Mr Emil","52","1st Class Passenger","110413£79               13s","Southampton","",""
"1330","","TAYLOR, Mr Percy Cornelius","32","2nd Class PassengerMusician","250654","Southampton","Musician",""
"1331","","TAYLOR, Mr C.","35","Deck Crew","","Southampton","Able Seaman",""
"1332","","TAYLOR, Mr J.","42","Engineering Crew","","Southampton","Fireman",""
"1333","","TAYLOR, Mr John","50","Engineering Crew","","Southampton","Fireman",""
"1334","","TAYLOR, Mr Bernard Cuthbert","22","Victualling Crew","","Southampton","Steward",""
"1335","","TAYLOR, Mr Leonard","23","Victualling Crew","","Southampton","Turkish Bath Attendant",""
"1336","","TAYLOR, Mr William John","30","Victualling Crew","","Southampton","Saloon Steward (1st class)",""
"1337","","TAYLOR, Mr George Frederick","32","Victualling Crew","","Southampton","Stenographer",""
"1338","","TÃ¶RBER, Mr Ernst Wilhelm","41","3rd Class Passenger","364511£8               1s","Southampton","Florist",""
"1339","","TERRELL, Mr Bertram","20","Deck Crew","","Southampton","Seaman",""
"1340","","TESTONI, Sig. Ercole","23","Restaurant Staff","","Southampton","Assistant Glass Man",""
"1341","","TEUTON, Mr Thomas Moore","32","Victualling Crew","","Southampton","Saloon Steward","[226]"
"1342","","THALER, Mr Montague Donald","17","Victualling Crew","","Southampton","Steward",""
"1343","","THAYER, Mr John Borland","49","1st Class Passenger","17421£110               17s               8d","Cherbourg","Businessman",""
"1344","","THEOBALD, Mr Thomas Leonard","34","3rd Class Passenger","363294£8               1s","Southampton","Groom","[176]"
"1345","","THOMAS, Mr Charles R'ad.","31","3rd Class Passenger","2621£6               8s               9d","Cherbourg","Dealer",""
"1346","","THOMAS, Mr Joseph","25","Engineering Crew","","Southampton","Fireman",""
"1347","","THOMAS/TANNOUS, Mr Tannous","16","3rd Class Passenger","2684£7               4s               6d","Cherbourg","Scholar",""
"1348","","THOMAS/TANNOUS, Mr John","34","3rd Class Passenger","2681£6               8s               9d","Cherbourg","Dealer",""
"1349","","THOMPSON, Mr Alexander Morrison","36","3rd Class Passenger","32302£8               1s","Southampton","Mason",""
"1350","","THOMPSON, Mr Herbert Henry","25","Victualling Crew","","Belfast","2nd (Assistant) Storekeeper",""
"1351","","THORLEY, Mr William","39","Victualling Crew","","Southampton","Cook",""
"1352","","THORN, Mr Harry","25","Victualling Crew","","Southampton","Assistant Ship's Cook",""
"1353","","THORNEYCROFT, Mr Percival","36","3rd Class Passenger","376564£16               2s","Southampton","General Labourer",""
"1354","","TIETZ, Sig. Carlo/Karl","27","Restaurant Staff","","Southampton","Kitchen Porter",""
"1355","","TIKKANEN, Mr Juho","32","3rd Class Passenger","3101293£7               18s               6d","Southampton","General Labourer",""
"1356","","TIZARD, Mr Arthur","31","Engineering Crew","","Southampton","Fireman",""
"1357","","TOBIN, Mr Roger","20","3rd Class Passenger","383121£7               15s","Queenstown","Farmer",""
"1358","","TODOROFF, Mr Lalio","23","3rd Class Passenger","349216£7               17s               11d","Southampton","General Labourer",""
"1359","","TOMLIN, Mr Ernest Portage","22","3rd Class Passenger","364499£8               1s","Southampton","Scholar","[50]"
"1360","","TOPP, Mr Thomas","28","Victualling Crew","","Southampton","2nd Butcher",""
"1361","","TORFA, Mr Assad","20","3rd Class Passenger","2673£7               4s               7d","Cherbourg","Farm Labourer",""
"1362","","TOSHACK, Mr James Adamson","30","Victualling Crew","","Southampton","Saloon Steward",""
"1363","","TOTEVSKI, Mr Hristo Danchev","25","3rd Class Passenger","349203£7               17s               11d","Southampton","General Labourer",""
"1364","","TOZER, Mr James","30","Engineering Crew","","Southampton","Greaser",""
"1365","","TROUPIANSKY, Mr Moses Aaron","23","2nd Class Passenger","233639£13","Southampton","Shop Assistant",""
"1366","","TURCIN, Mr Stjepan","36","3rd Class Passenger","349247£7               17s               11d","Southampton","General Labourer",""
"1367","","TURLEY, Mr Richard","35","Engineering Crew","","Belfast","Fireman",""
"1368","","TURNER, Mr L.","28","Victualling Crew","","Belfast","Saloon Steward","[23]"
"1369","","TURPIN, Mr William John","29","2nd Class Passenger","11668£21","Southampton","Carpenter / Joiner",""
"1370","","TURPIN, Mrs Dorothy Ann","26","2nd Class Passenger","11668£21","Southampton","Housewife",""
"1371","","TURVEY, Mr Charles Thomas","17","Restaurant Staff","","Southampton","Page Boy",""
"1372","","URBINI, Sig. Roberto","22","Restaurant Staff","","Southampton","Waiter",""
"1373","","URUCHURTU, Don. Manuel Ramirez","39","1st Class Passenger","17601£27               14s               5d","Cherbourg","Lawyer",""
"1374","","VALVASSORI, Sig. Ettore Luigi","35","Restaurant Staff","","Southampton","Waiter",""
"1375","","VAN BILLIARD, Mr Austin Blyler","35","3rd Class Passenger","851£14               10s","Southampton","","[255]"
"1376","","VAN BILLIARD, Master James William","10","3rd Class Passenger","851£14               10s","Southampton","",""
"1377","","VAN BILLIARD, Master Walter John","9","3rd Class Passenger","851£14               10s","Southampton","","[1]"
"1378","","VAN DE VELDE, Mr Johannes Josef","35","3rd Class Passenger","345780£9               10s","Southampton","Farmer",""
"1379","","VAN DEN STEEN, Mr Leo Peter","28","3rd Class Passenger","345783£9               10s","Southampton","Farmer",""
"1380","","VAN DER BRUGGE, Mr Wessel Adrianus","42","Engineering Crew","","Southampton","Fireman",""
"1381","","VAN DER HOEF, Mr Wyckoff","61","1st Class Passenger","111240£33               10s","Belfast","Businessman","[245]"
"1382","","VAN IMPE, Mr Jean Baptiste","36","3rd Class Passenger","345773£24               3s","Southampton","Farmer",""
"1383","","VAN IMPE, Mrs Rosalie Paula","30","3rd Class Passenger","345773£24               3s","Southampton","",""
"1384","","VAN IMPE, Miss Catharina","10","3rd Class Passenger","345773£24               3s","Southampton","",""
"1385","","VAN MELCKEBEKE, Mr Philemon","23","3rd Class Passenger","345777£9               10s","Southampton","Farmer",""
"1386","","VANDERCRUYSSEN, Mr Victor","46","3rd Class Passenger","345765£9","Southampton","Farmer",""
